Optimism Geth Workshop,Wave/Round,Term,Amount (Token),Amount (USD)
Geo Web,GG20 dApps & Apps,May 2024,,$810.57
OpenCann Network,GG20 dApps & Apps,May 2024,,$758.77
WTF Academy,GG20 dApps & Apps,May 2024,,$756.65
$EARTH - Oss,GG20 dApps & Apps,May 2024,,$738.93
Spark | Deresy & Hyperminter,GG20 dApps & Apps,May 2024,,$722.57
Hyperstaker,GG20 dApps & Apps,May 2024,,$707.48
Dragverse,GG20 dApps & Apps,May 2024,,$704.42
Metrics Garden Labs,GG20 dApps & Apps,May 2024,,$693.09
SONGS | Open Music Distribution Protocol,GG20 dApps & Apps,May 2024,,$667.72
Venn Protocol,GG20 dApps & Apps,May 2024,,$653.99
Militereum,GG20 dApps & Apps,May 2024,,$653.94
ethstaker.tax,GG20 dApps & Apps,May 2024,,$648.95
Armitage,GG20 dApps & Apps,May 2024,,$607.13
ERC7399 - Unified Flash Loan Layer,GG20 dApps & Apps,May 2024,,$509.37
Shy,GG20 dApps & Apps,May 2024,,$506.50
Grateful,GG20 dApps & Apps,May 2024,,$506.39
VoiceDeck: A Marketplace for Journalism Impact Certificates,GG20 dApps & Apps,May 2024,,$501.08
Privatefolio,GG20 dApps & Apps,May 2024,,$485.16
The Ecofrontiers Regen Atlas 🌱,GG20 dApps & Apps,May 2024,,$473.25
Revolte,GG20 dApps & Apps,May 2024,,$423.01
Impact Markets,GG20 dApps & Apps,May 2024,,$400.27
CryptoConexión - Onchain Lotería,GG20 dApps & Apps,May 2024,,$386.55
Upe Impact,GG20 dApps & Apps,May 2024,,$365.60
GreenPill Nigeria: Impact=Profit,GG20 dApps & Apps,May 2024,,$361.32
Dapp Agroforestry Toolkit,GG20 dApps & Apps,May 2024,,$333.52
Impact Stream,GG20 dApps & Apps,May 2024,,$310.93
M3tering Protocol,GG20 dApps & Apps,May 2024,,$310.82
Oakchain,GG20 dApps & Apps,May 2024,,$297.96
Eppie: Web3 native email,GG20 dApps & Apps,May 2024,,$297.73
The Forus,GG20 dApps & Apps,May 2024,,$293.65
Tokenguard - dApp Conversion Analytics,GG20 dApps & Apps,May 2024,,$288.28
DexKit,GG20 dApps & Apps,May 2024,,$287.15
wagmi fund,GG20 dApps & Apps,May 2024,,$279.59
Mississippi,GG20 dApps & Apps,May 2024,,$274.55
Common DAO,GG20 dApps & Apps,May 2024,,$269.78
Pin Save EVM,GG20 dApps & Apps,May 2024,,$252.38
Quack,GG20 dApps & Apps,May 2024,,$250.08
Stormbit,GG20 dApps & Apps,May 2024,,$249.92
Liker Land - NFT eBook - Empower Content Ownership,GG20 dApps & Apps,May 2024,,$232.53
Token Heist,GG20 dApps & Apps,May 2024,,$228.40
The DeSci Journals,GG20 dApps & Apps,May 2024,,$220.07
Payflow,GG20 dApps & Apps,May 2024,,$218.30
Denota Protocol,GG20 dApps & Apps,May 2024,,$217.30
Namespace - ENS-based web3 identity platform,GG20 dApps & Apps,May 2024,,$216.45
FundPG,GG20 dApps & Apps,May 2024,,$190.07
UNIT,GG20 dApps & Apps,May 2024,,$188.08
Based Bridge,GG20 dApps & Apps,May 2024,,$187.82
Decentraclasses,GG20 dApps & Apps,May 2024,,$182.59
Nextme,GG20 dApps & Apps,May 2024,,$180.93
Voting Power,GG20 dApps & Apps,May 2024,,$170.80
Stratagems,GG20 dApps & Apps,May 2024,,$164.57
GifmeBeer,GG20 dApps & Apps,May 2024,,$159.37
Rentality,GG20 dApps & Apps,May 2024,,$157.60
Tradao,GG20 dApps & Apps,May 2024,,$153.21
NERD DAO: Decentralized Science and Web3 Innovation,GG20 dApps & Apps,May 2024,,$136.91
The Network Society Forum,GG20 dApps & Apps,May 2024,,$136.29
Ancient Beast,GG20 dApps & Apps,May 2024,,$122.66
ArtGridz,GG20 dApps & Apps,May 2024,,$121.53
Hyperfiles,GG20 dApps & Apps,May 2024,,$120.89
Pyra: create share market,GG20 dApps & Apps,May 2024,,$120.81
QuantumFair,GG20 dApps & Apps,May 2024,,$108.75
Chora Club,GG20 dApps & Apps,May 2024,,$105.65
Her Nation,GG20 dApps & Apps,May 2024,,$104.41
Cleanify,GG20 dApps & Apps,May 2024,,$102.58
Blockchain Of Things,GG20 dApps & Apps,May 2024,,$96.62
PoSciDonDAO,GG20 dApps & Apps,May 2024,,$92.07
AikiSend,GG20 dApps & Apps,May 2024,,$87.98
Inferer Airdrop Protocol,GG20 dApps & Apps,May 2024,,$78.37
NFT Protect,GG20 dApps & Apps,May 2024,,$49.15
Universal Base,GG20 dApps & Apps,May 2024,,$35.90
Pyra: individual markets for monetizing contents,GG20 dApps & Apps,May 2024,,$33.01
Soulcial,GG20 dApps & Apps,May 2024,,$30.37
Bizzed,GG20 dApps & Apps,May 2024,,$26.58
Bcharity,GG20 dApps & Apps,May 2024,,$23.74
deTechies,GG20 dApps & Apps,May 2024,,$23.05
Peeps,GG20 dApps & Apps,May 2024,,$21.75
xFrens.xyz,GG20 dApps & Apps,May 2024,,$8.05
Eduba,GG20 dApps & Apps,May 2024,,$7.28
ShiftCTRL,GG20 dApps & Apps,May 2024,,$5.40
